Title,PID
"Buller, George",reed:ee8cf36a-8f44-40f2-b8dd-4e559f047a44
"Hughes, Thomas",reed:b0d08e77-0fab-4be3-8858-2f8804f73fd2
"Hele, Lewis",reed:7b02cf61-987b-4066-a658-57876689354c
"Suckling, John",reed:d0215b5b-6c00-49d1-b28d-fbd7167e6359
"Lychefeld , ...",reed:c9f79be1-50d1-4492-8f2f-faa8c40bb0c6
"Bentley, Thomas",reed:18ecfafb-bb3d-4da6-87a7-c8ebebdd5a00
"Sabol, Andrew J.",reed:e15258bb-6deb-45cb-8c23-ec63a854a4e2
"Overbury, Giles",reed:aa61427f-51ba-457e-98db-45c124d0df14
"Wilde, John",reed:bcc217b6-5ffe-424d-a6b4-612dd75541c4
"Wotton, William",reed:91ef6873-d6c3-4290-bead-30bc6452760f
"Abnett, William",reed:5ca39ba1-34aa-48ba-b2a5-fd5e026095a2
"Rede , John",reed:5e99663d-1745-4d8e-acee-18cbacfb0f2f
"Roos, Thomas",reed:0497ecd5-02a4-4818-ae3d-148599772d95
"Paulet, William",reed:fb9588c4-cb33-40f9-ad84-94a5ab6772bb
"Ferrers, George",reed:18940ff4-a037-41d5-aa8a-17e4054a518d
"Proctor, Richard",reed:8ba0f208-ff43-4980-8d3f-b68a9a8711c0
"Albanye , Francis",reed:6d9ebf5a-ca0d-4c4a-a1f2-461d7a427ad0
"Elyot, …",reed:30c1a785-18a7-44bb-add8-236f293ff0bd
"Willenhale, Robert",reed:c2c40945-5222-4e4f-958a-2aeb75512b68
"Ellis , Bernard",reed:b8579e4c-ee0f-4e02-813b-e25aa613a967
"Compton, William",reed:a48a32ff-5b27-4ca5-aa5d-79e3efa45909
"Coke, Thomas",reed:3a210690-7435-4afe-8555-5850f747a00c
"Freeman , John",reed:13e603c5-ae56-4a1e-a897-271217c9f381
"Maria, John",reed:3e158cc9-8eca-4f45-bf04-7d8e2454155a
"Naunce , John",reed:2baa15f6-ced0-4b36-ac80-d92ce3363d5e
"Cason, Edward",reed:2200c0f8-dff0-4c9e-83da-6bb4b8db7c82
"Forde, Thomas",reed:34661413-a4b9-4154-be35-5b56fc9125e1
"Flemming, John",reed:14fc5538-f758-4351-8736-4ba3aca4f620
"Vaughan, John",reed:28e9bee0-83d1-4b77-b3e3-a38546f32c5c
"Keilway , Robert",reed:56d7b99c-4dd7-4c50-8151-c681a31d2b9f
"Conyers , Francis",reed:08275ee7-4dc5-465d-a6ce-a3626b04b1ba
"Croftes, …",reed:f86482da-ee43-451c-aee3-9eee7a0cd53b
"Kemp , Robert",reed:d632e7c1-38b1-43a3-81cc-52cc55ffa3c6
"Dethicke, Francis",reed:76ea65ed-292b-41af-9539-66f80932c20d
"Thornton, John",reed:da1dc80d-d99f-47f5-a523-b8a7d9e59039
"Dowdall, …",reed:42d55f59-16e3-4894-ad7c-b640397b63dc
"Albany, Robert",reed:b03f15af-fc49-41b6-9793-d3c768c69f90
"Ansell, Richard",reed:1c4645d9-20c4-4d93-9f8f-8bfe91edc5b5
"Kyppyng, Robert",reed:68566f43-3094-467a-b2fc-4cea2ddcd85b
"Thwaites, Mark",reed:4038b838-d737-4dd9-a8b6-b1e4f3d55ba2
"Warre , Thomas",reed:968d12ee-f4d6-403a-8082-6a87af956d4e
"Boyle, Henry",reed:d1a39fd0-ca52-4b04-b4a4-5ab840c7d408
"Castell, William",reed:a9cbd6d9-eddf-4135-9a78-d9bbc0a087a8
"Ashley, Andrew",reed:25975b2e-65c6-4701-aa60-a3487239b793
"Blount , Charles",reed:1a4112cb-4b29-4d77-a168-841c21b40063
"North , Thomas",reed:5520647f-3ac3-41d7-b76c-394ac3d06f7e
"Lambourn, Richard",reed:6217beb2-a1a0-4da4-831e-f4c194f62eac
"Cort , John",reed:8b9f81a9-d678-47a4-bb92-6ba7fb9ff04c
"Palmes, Stafford",reed:a80fdb60-f760-4745-9401-49ea68d4616c
"Knaplock , William",reed:0254a7d2-e51c-487f-85e4-67a585f44ef0
"Walpoole, Bacon",reed:7c6af15b-f087-4779-9f77-901a1cead7c7
"Michell , John",reed:77f2548d-f9bf-49c8-ac48-d94a0d965415
"Damporte, John",reed:a4cf227a-65d9-4ae8-a8d7-961e4d21814f
"Clerke , Henry",reed:a4f25d04-f000-402b-8e1e-5276af1488ae
"Hanford, Humphrey",reed:000dd717-b011-4985-aa0f-39f387f297ed
"Herne , Edward",reed:f0990d6d-dedc-4d16-997a-811c2af9eebd
"Keete, Leonard",reed:d18cacab-ab02-4be8-b71d-08df6b13c106
"Dalyson, …",reed:80fea4ed-2ab2-4fab-ae3c-a007ada3f907
"East, Francis",reed:a4360396-a64c-4477-b860-df6f23914b4f
"Johnson, John",reed:20ea5c52-ba3a-4728-aba2-f057de907785
"Norwich , Robert",reed:70894c39-aa03-4248-b573-6561f0f5e432
"Champnes, Justinian",reed:e5d8c281-81cf-4b38-90a7-801535227929
"May, Thomas",reed:556d4ffa-43ab-44d8-bee3-607df2f5a097
"Forcott, John",reed:acdb36f1-c1f8-4f3d-b527-5350455682fe
"Fettiplace , Edward",reed:950e0e6c-71a6-4b5d-bec4-c2a35c0d8258
"Lennard, Thomas",reed:510ba986-c2b4-40b3-9372-9a6f836a8338
"James, Henry",reed:555a792e-5b3f-44d8-80f6-fa74255b923d
"Rodes , Godfrey",reed:76a70532-3fe3-49a2-a369-388158492d52
"Bowne, Abraham",reed:c0b71413-840a-49cd-9f12-339ee97e66ca
"Hutton, John",reed:b133f07c-ef21-49a2-8329-6f8eaee40c5e
"Owen , Robert",reed:0b84f006-3985-4c6d-a92b-8f843fc2c07b
"Scrope, Ralph",reed:96f1d88a-85d1-4385-94a7-dc1755aa7b92
"Wright, Robert",reed:869dc748-2092-44f5-b4d2-24d7c31e4151
"Lefkowitz, Murray",reed:3e71e5ea-3052-4176-92ac-46907471a0ba
"Rowe , George",reed:d5e82470-877f-4306-ba4d-d8a28e59a9d6
"Baker, Sir J.H.",reed:3151f40f-5c15-4883-990e-72975444d0e7
"Shirley , James",reed:2a0928d1-bb56-4f29-8a25-130be261a162
"Wirtley , Francis",reed:0f1d162c-d892-4759-baa9-60b470b9c57c
"Selwyn, Edward",reed:81b7f4f4-5b72-4a11-b1c9-10c352bf8007
"Spatchurst, Simon",reed:f48a0bb1-f80d-4437-a23f-5ce2f9194a49
"Butler, Roger",reed:7180c4c7-c27c-48a5-994b-a8c096c8fd7e
"Calybutt , John",reed:c2773b0f-9d21-486f-bfdd-443e8c887b19
"Skeirne , John",reed:55541fbf-f887-40fa-ab52-2daaa3bbef21
"Plunket , ...",reed:25a38eff-7025-431f-835e-a2f38d560977
"Wilmot, Robert",reed:05becb97-a1d3-4801-9786-457ffc1d8aa0
"Skewys, John",reed:349ba1a3-46f6-4985-a481-505dbdf07d59
"Benefeild, Richard",reed:28d9f97b-2f02-43b6-a414-4aaf090a8b3e
"Burkhart, Robert E.",reed:ed71b78c-f1f0-451c-b0ea-99dcf092b52f
"Calybutt , Francis",reed:8ecb2be0-2ffc-4c3f-9c6a-5911082c9daa
"Steward, Edward",reed:52aaa8c4-6c5a-4b4d-bd91-a060a18f4793
"Palmer, Thomas",reed:8b15a935-5273-4d94-8520-ba25f27ea816
"Chewne , George",reed:2ef128aa-9d37-41b0-b846-f6758f2b50df
"Cobb, William",reed:5e72c153-f046-4690-aa14-8db26bd56ac4
"Dudley, Robert",reed:092b7a6a-ec72-41b4-aa31-172af2232924
"Carey, George",reed:fdf4a7da-726b-487b-a97a-c394eda50b0f
"Brooke, Arthur",reed:1a729f5b-f9a2-4bda-9f58-097950cd8869
"Spencer , Edward",reed:335dbbe3-4b62-49ba-9ee9-f81fb64a5c1e
"Williamson , Richard",reed:9ddb702d-e94e-41c3-8527-1288c3452fa2
"Johnson, Matthew",reed:1f790118-5c19-4ffc-9b9d-004e74a2c5f0
"Newdigate , John",reed:b7eeb95f-e395-40d8-87cf-983406c61ea5
"Woode , Thomas",reed:7b6a8e74-9fe4-4ed2-acef-aea626fed591
"Page, Edmund",reed:cb57c796-675e-45f9-af3e-36dd1084f09e
"Lovelace, Lancelot",reed:cdf3dbb6-ea86-47fa-ba36-d3d5c9abdfd8
"Whetston , Ba.",reed:5a3e12bb-9eb4-4a17-aa32-c2e4ca3feffc
"Strode , John",reed:3ffcf961-6977-4221-b09c-df4d95ed3f4f
"Clerke , Edward",reed:4f4872f8-a9d1-47e0-ad27-1492a2407662
"Napper, Robert",reed:48edc953-92fc-4dd5-b9de-67b18bf40234
"Woode , John",reed:a16039ea-3cc6-462b-a0e2-f6cfffd38180
"Davies , Samuel",reed:32827624-f2dc-464d-8d60-40453c85334e
"Jones, Joan",reed:410154c5-8c54-4d9d-8586-0fa21334f113
"Sakersone, ...",reed:a10df813-b607-4885-9041-51f236306700
"Williamson, John Bruce",reed:5f1b575e-32f8-4c73-adb1-7108f0fce1ed
"Wentworth , Samuel",reed:1f99bbe5-84d8-4063-b8df-f04ef86ea90d
"Foscarini, Antonio",reed:1b0c2c9d-8442-41a3-8a5b-5fd85c1da605
"Katherine of Aragon",reed:c93b189c-9f33-408e-9a49-af97c1210032
"Mede, Joseph",reed:5d737e07-0967-4cdb-a62d-ab7b27fe5264
"Bing , George",reed:4f8537ee-c342-446b-867b-a3b1f17109e3
"Lewes , Richard",reed:23029550-9443-4f73-b35d-66afd5a176ea
"Digges , Leonard",reed:785c34e9-63db-4cf2-95ac-6eee7578e66f
"Williamson , Francis",reed:53654f93-2972-4557-b0c3-2ca5bd4570cb
"Smyth , Philip",reed:aeeee0d6-8d84-4f8c-9b9d-cc3249b60eef
"Helliar, John",reed:4875d81c-a225-42bd-9c78-6f79314925fb
"Morris , John",reed:5bd86ec6-8c96-4933-82ad-852ea77f34b4
"Turner, Anthony",reed:993bdd1b-ce1c-43bb-b26c-dc99517f8859
"Reyner , William",reed:8221e4dd-5106-468f-9866-ec0bc8d3ead7
"Eland, William",reed:e4495bb7-d6bb-4898-8518-b5b44861f661
"Stewart, Ludovic",reed:f8f9c6f0-83ab-4430-b816-d96f85282e2e
"Ives, Simon",reed:c2fc2f13-c3e6-4017-85ec-e2d460bf3f51
"Marschall , Richard",reed:fa138150-f7a1-478c-ac8e-f2fe3c25245a
"Longvyle , ...",reed:356bc451-50b5-4b00-8dc4-9aa38a776a5e
"Haye, John",reed:cb2448ed-2dbf-458d-a0d9-9c4cd3bf227a
"Crowe , Sackville",reed:b14eba5d-254b-494c-9993-f581972c7fcc
"Wright, Tobias",reed:358cf8ec-1a0d-46c5-8397-d4907482adc6
"Pye , ...",reed:77ecce55-6551-4cf5-830a-0b08ce5c3b9c
"Grantham , Thomas",reed:c9e4e481-9ad8-4c08-8bee-23cfd80fba24
"Dawtrey, William",reed:d25446b9-a1e5-4d67-8d30-4ac29960b7fd
"Nicoll, Allardyce",reed:12002d4b-0ebc-436a-a369-2ecad0a35276
"Luttrell, Narcissus",reed:4071ffe0-e8d5-4b35-b459-8d44193b0e02
"Marshe , Thomas",reed:f6e5f15b-5605-440e-83ee-82846a4e553c
"Talbot, Thomas",reed:ce251e77-a62c-47b3-b751-52604c7774c0
"Bowyer , John",reed:38811468-80da-47e9-9afc-7bd60fac6203
"Ross, ...",reed:06a098c5-7426-433c-be22-56cfd4eee809
"Roper, William",reed:07906c85-82ca-4784-85af-9d4ae7223985
"Bayles, Thomas",reed:c3758eb0-cd87-41d7-90b4-7e0f3457921b
"Croftes, Thomas",reed:28296ae7-b449-40f8-831a-e81dfe06e260
"Dutton, John",reed:01a41a20-eb9f-46b7-9e0b-b56583c327fb
"Fernely, Edmund",reed:95156a42-c545-4b11-bb38-376d70d2f974
"Paylor, John",reed:a21e6fde-a23d-4fce-83cd-b7e135e26d35
"Hughes, Hugh",reed:5922a646-841e-46ab-bbb7-ba5e9a43911c
"Goad, Christopher",reed:2d8493ff-817b-4226-be11-7ad0d4729859
"North , Roger",reed:aeaf5768-5ac7-4ccb-b644-7c0220c6e4e8
"Saunderson , Nicholas",reed:6a15d5e1-4f25-457f-ad31-1b6f1260afcf
"Plowden, Edmund",reed:7fa1f7f6-6ba7-47d6-a77b-4fa5ed864bb5
"Browne, William",reed:4247bb9d-10ed-43ad-bae3-ad1b9e9eac03
"Richardson, Charles",reed:64760393-a7c2-4329-b6bf-0d4c5f020e89
"Sonnyff, ...",reed:cd645ca5-2825-4b9f-8cb0-806aa731d481
"Ashbee, Andrew",reed:59d2dee2-502d-497f-8257-222ae7741abc
"Benefeild, Anthony",reed:9925da83-22cf-4619-af3f-5919ebab3ec5
"Overbury, Walter",reed:e0d6f0a7-30db-4982-be39-1bd2e7d5c1d7
"Saunders, William",reed:695d0fdb-d7ed-4c26-af5a-89259c44baad
"Staunton, William",reed:7b7d4e15-62fe-4295-bc35-781faa7e20b8
"Chave, Edward",reed:bfc92e5e-39bb-4437-bc06-463d8200c9da
"Digby , Everard",reed:36afbae6-79a6-407e-a353-b517bbfd2d50
"Jones , Phillip",reed:0c715e61-7f58-494e-a932-8bb011466cc9
"Constable , Philip",reed:8c28f8ef-2088-4c74-878b-728fb45c6bd7
"Cooke, William",reed:c3948faf-7543-400b-8aaf-a3c1697c84cf
"Richardson, Thomas",reed:d4618f93-0ed8-4cb8-a687-dfd286e454ea
"de Acuna, Don Diego di Sarmiento",reed:db2d2870-da2c-492d-b1cb-ff961f0c584a
"Wightwick, Samuel",reed:0962e817-421a-4eff-86af-1eb0d06703d9
"Dayrell, Thomas",reed:ae814ddc-9834-4348-a0c7-cc8969732d86
"Newport, John",reed:704614e7-90e2-4c05-91ff-9cd963e1df20
"Reve, Augustine",reed:d89d05f2-7280-4a6e-9748-4b950487a592
"Tomline, Marmaduke",reed:24a41044-7914-486e-9352-e824ead58617
"Foxe, John",reed:8535a444-af88-4952-b2d4-c1bb31767056
"Fraunce, Abraham",reed:de3603aa-2ea3-4d1f-b7cc-d50abbea3453
"Hakewill , William",reed:d1d03284-7b5e-4d22-923b-22cb103104c7
"Peters , Humphrey",reed:d1edf4eb-ca88-4bce-9f81-8e9a2e104b31
"Wilde, George",reed:11a326c5-8317-4a68-a517-41ed2fdbd2f2
"Heminges, John",reed:b24297ce-ecb5-4e04-8829-bcf82ad913e7
"Hadsor, Richard",reed:85b804fe-7b3b-45e7-bb41-8ce4259d48ce
"Crayford , Guy",reed:b151f4f4-adbf-45c0-9f2a-4ed52136d712
"Pelham, Edmund",reed:21221424-0368-4e7e-9ced-f3208cafc582
"Charles I Lewis, Prince Elector of the Rhine",reed:7d88527c-f0f7-459d-9bd1-3727ddeb36dd
"Goldwell, John",reed:4233c249-2e86-4e7f-8304-5f3df8351d1f
"Lancaster, John",reed:4ec89bd0-259a-40d7-be29-fb2f4f06cbac
"St John, James",reed:433fae4b-71d5-4547-ae93-24d52f31e07f
"Francklyn , Edmund",reed:5a610c0b-143c-4968-8079-0037c08dd1e2
"Martyn , ...",reed:735fdaea-bdf6-4409-9c96-ed2590c236a3
"Brereton , William",reed:ee4a2c6f-f3c1-4c6c-8717-fbe72cb17c6d
"Heath, Robert",reed:285cac99-ae3e-4175-a706-2dfe85fe3c8f
"Corrigan, Brian Jay",reed:bafa3e52-43cf-41b8-bc10-eb2fec313d0b
"Beaumont, John",reed:368764f3-4a3a-46f5-bb00-0f2fbc38aa98
"Rokewood, Nicholas",reed:2f169945-ce2d-44fd-bb64-fd8d494e78d7
"Reve, Henry",reed:1310941a-4af3-42e4-bc78-5f5b51d30ec2
"Lovel, Robert",reed:c5d2ef7f-4311-4795-8c4c-248cdf5e6755
"Heylyn, Peter",reed:6a440292-71c8-4cec-a6ba-37a0515cb219
"Castell, T",reed:5c821bdf-814c-4747-84d1-ba9950dffb50
"Hamilton, Mary",reed:a17911ea-d632-4b33-9326-5a316d007e8b
"Villiers, George",reed:75089909-ec06-4777-938d-44f5ce50c234
"Trevor , Thomas",reed:2e248c7c-3530-4c7c-9a85-9594c5949dd8
"Digby , Everard",reed:acae8f62-8679-4729-b334-f6685d88fdde
"Hunter, Thomas",reed:ad9ae102-d880-45ec-8d8b-2d28e7160bb1
"Ayliffe, William",reed:55192945-4db2-41ad-9cae-9b4d90f64e19
"Rutter, Abraham",reed:657adf78-db22-425e-a563-cbbe03966dc4
"Smalpage, T.",reed:4d0568a2-faff-40f0-8436-0739b8d08fc3
"Oldsworth, Edward",reed:d6750d0a-70a2-4acf-a24e-a8b7caaa1d46
"Sydenham , William",reed:ca627eb3-b8c9-464a-9958-14f58f879009
"Nash , Thomas",reed:8bbf9246-455f-4d4a-9f1f-17b979cfeec3
"Alenson, Gilbert",reed:0dcefa33-4359-40e9-937a-481b0670c9d9
"Walpoole, John",reed:967b20e5-378d-4a97-868f-115b36cf66e5
"Mills , John",reed:f2b462e4-359a-4364-ab04-b8dc9d049b05
"Palmer, Edward",reed:00e1134e-db1e-4c68-b46d-2eeee28c1981
"Ellis , Edward",reed:69af03d9-5173-4809-9f33-cb99eec14ac1
"Fisher , George",reed:7905637c-88ae-46cb-839f-aaac510041f1
"Fletwood , Henry",reed:891880c8-6ddb-4725-b707-cedff4067502
"Houghton, Robert",reed:17d5a5ce-1273-4f31-84ca-a0cd833a1944
"Forer, Lancelot",reed:d2a09d2d-a1e5-4c9b-ba32-f4a0ef34d548
"Rowden, Walter",reed:f9f62de2-a5e7-456b-8cbf-4aa3fb439133
"Darlen , Thomas",reed:2dd5ac7f-a417-4d32-b1e3-ccb7a97eeaa1
"Ducke, Nicholas",reed:ef1e53d1-0ae4-4112-968f-dbc827806b31
"Lany , Aslacke",reed:e3658fff-e274-41ab-a7bd-4e5e22d34156
"Wendover , Edward",reed:8b873011-eff8-4c00-8fee-a016d8857720
"Fulkes, Peter",reed:57d97227-b080-4fb1-95b5-b41ec2770509
"Heydon, Drugo (Drew)",reed:ce743464-4d5a-4b00-86ab-f3f7a217e994
"Vernon, George",reed:dc4d6179-b9fc-43e0-b3cf-10e057f8f36b
"Twisden, Thomas",reed:9bcf4add-7890-47c3-ae29-cc37b380d214
"Finch , Heneage",reed:5677992e-bb36-4c8c-8a66-141d2e9277b8
"Jones , Edward",reed:ce1e7dec-c5d8-428a-9a14-4b8552375e9d
"Davenport , Henry",reed:64cf30c3-e30d-4cdb-930a-f44ce8759713
"Earl, George",reed:826543b4-aaa1-48ad-ac68-86625697c87e
"Necton, James",reed:65e7b967-3770-4592-9f01-a1e581b4f616
"Fitzgerald, Christopher",reed:73b33089-126c-4371-9131-8611990efaab
"Jubbes , Thomas",reed:43fd642c-b302-47a0-bbf7-9efb29c5f31e
"Benefeild, George",reed:7e3a3b95-fcf3-47d9-8db6-24939941d6f9
"Sidney, Robert",reed:59a3cc93-407b-4412-92d7-7a0a48c94818
"Baugh, Albert C.",reed:7471fbeb-71a7-4b60-be2b-61a6b3d328ad
"Trott, Nicholas",reed:2752272e-e4c8-4637-91dd-5fb17d6ec260
"Cutte , …",reed:4cfce617-20ff-4046-8dad-2b9f4225f57d
"Eresye, James",reed:88ed6878-f0cc-4597-9926-d5885d53b7d8
"Howard, Katherine",reed:dc1ffae6-95c5-4b9e-a435-e5f63622718c
"Gascoigne, George",reed:40a94e5d-ce44-426d-a809-d59fae889ed7
"Woode , John",reed:567b4f2d-ac0d-4e33-b9f3-7c6bd93cd7aa
"Doughtie, Thomas",reed:f493ca21-98c5-48de-99a2-bb80c78c58c8
"Elken, John",reed:fa6a52b0-9dff-421a-9b10-0de95e4c837f
"Lloyd, William",reed:527ac2b2-1a2e-4e4c-a2d7-1701c050756a
"Maycott, Richard",reed:75330c10-cfff-4f9e-a353-dfcb473b8ea8
"Eure, Francis",reed:04c20f87-f9ce-4637-8f51-f9575f8f1e06
"Newdigate , John",reed:86b81ab7-f160-424f-ad4c-7d656d91dc4d
"Hall, Edward",reed:497e4227-10cc-4593-a0eb-f41324906e9f
"Nevill, Edward",reed:429b9fff-fbdf-4f16-9d0a-7c3993cbc6d3
"Ellis , William",reed:b591953f-3e85-4711-a92a-909fe28f7dbc
"Butter, Charles",reed:8e624947-fc0a-4708-b011-50c088918fb9
"North , John",reed:ab342948-c2a9-4aa7-9993-d336513a0f63
"Ludlowe , ...",reed:05cc8e9d-7350-4105-8573-986e555e4109
"Horsey, …",reed:2961625f-a121-4a18-95c0-e8c8e637a8e4
"Cornwallis , Thomas",reed:ab185155-64ee-4da8-ad38-43ff941045e5
"Vane , Henry",reed:18a4b4c1-42aa-4f19-a917-9c32c978c948
"Ker, Robert",reed:462644fe-1e8d-48b8-9f08-03dc2b0798e5
"Shackerly, Peter",reed:9cf26cdc-2d89-42a1-bd79-b62fbcfc115f
"Beeland, Ambrose",reed:7cc27456-cc61-4611-8d9b-0fc83ac97dd6
"Ammery, Robert",reed:45d5ec4c-7f4e-4acb-8162-cce913cc145a
"Ratcliffe , John",reed:55c1d6ea-43d7-4c6b-b334-d94aedd6fb29
"Smyth , John",reed:a3e78835-9809-4046-a051-80812bad702e
"Sackville, Thomas",reed:e84bd351-442f-43be-afa4-68062bed5680
"Tallice, William",reed:38e034ef-6c15-48bd-be0e-e83d399dae1b
"Southwell , Thomas",reed:ba5df491-a627-4044-87f3-29bc6b3e9c10
"Williams, George",reed:f9ead3ad-ce23-43a4-a41e-36145509e28b
"Stanfort, John",reed:35328757-e911-41df-82f8-568a47b639cf
"Feilding, Susan",reed:3133cffc-7412-4736-98fd-69172fbca57c
"Wright, Thomas",reed:2c4a768d-0e70-4cce-9428-44c18aee76c8
"Barker, Walter",reed:8eed03f8-9981-473a-a1db-82a8f8b60e51
"Hawte, William",reed:55e173a0-e3d9-43ee-b989-16f13ede7c08
"Newdigate , Richard",reed:2da32630-15bc-4686-8694-70dc1713dc1b
"Polly , William",reed:30f96ef1-5750-45ae-8d96-4b70c01be35d
"Aspland , John",reed:7cc7df38-8cb5-4e31-bb89-ec91a7e9af11
"Palmes, Francis",reed:6ef75a97-d21b-41b7-8818-6a1b7d76e02b
"Daniell , William",reed:43c12442-2f38-474e-9b58-f5e67e1253b6
"Brooke , Thomas",reed:35fe7c5c-6861-4d90-b3c6-c664e239ceef
"Downes, Roger",reed:ca2b0a12-e553-480e-997f-53d61799dd44
"Brereton , Peter",reed:e333aa1d-ef19-4160-9278-1be6dd1f2bda
"More, Thomas",reed:8b89cc70-7cf9-4383-8166-46755a5c2710
"Burbage, Richard",reed:f4e33d56-741f-4c38-a1d7-656964629921
"Thwaits, Thomas",reed:b3443cbc-26e2-45bb-871b-0d60f54a7ccd
"Ryves, John",reed:ef3fb2b9-0568-4b38-9ea7-7726184898d2
"Courthop, John",reed:618df266-8b7a-43e5-a612-bbfaf2d3c457
"Butler, John",reed:a555524c-73f6-4127-88bb-b0c4b0b67e18
"Parker, Henry",reed:2dc2b61d-a50a-4f12-8e10-a4731171a456
"Carleton, Alice",reed:813e37c7-9c49-4ef6-ab64-05c1b2f71457
"Anne of Denmark",reed:1442f99b-687c-4ea8-a468-30ac6995abae
"Carleton, Alice",reed:2f86d34f-63e4-4cc0-b6c5-65bc73c69115
"Lyly, John",reed:394bbaf1-8bd3-4256-9ef8-4d2b6cb9c527
"Frances Carr",reed:f05315e3-718b-4c1b-aa97-c3d8b7e7163c
"Littleton, Thomas",reed:c44daa2f-95cf-4456-981d-7b42da6c48dd
"Feuillerat, Albert ",reed:62c52e44-020d-4be0-9bcc-512ebdad61ac
"Holinshed, Raphael",reed:9761452c-8094-4112-9dff-f005daa277c7
"Constable, Philip",reed:28dca8be-404f-41b3-bf80-65f9417dde06
"Stephens, Henry",reed:0d08dbec-3ed1-424d-9fcd-616e452f3bd3
"Elyot, …",reed:8b3f8b93-2a9f-4b94-ab7a-21707a78d70d
"Stuart, Elizabeth",reed:d0db3261-3dd1-4edb-b9a3-16759d7b6696
"Cutting, Thomas",reed:7cf40289-3b8c-4b08-8ecb-f4a213d40b9d
"Taylor, John",reed:c0ceeebe-bd1a-4a2b-a53a-34fd787f8a8f
"Chambers, Humphrey",reed:f4b52195-e324-4d79-8253-d4719caf1200
"Selwyn, Thomas",reed:948a2c31-a0e4-4b93-a5e5-d1084f41114d
"Filmere, Edward",reed:8ab50723-3afe-4346-b7d3-cc68b114a1e7
"Welsford, Enid",reed:bd8b0ea4-997a-4884-b079-ec1090abbb51
"Dove, Thomas",reed:49e0cfaa-86e4-4d1c-a71c-90f4cbe81bd8
"Savage, John",reed:d7b09608-cc0f-419d-9f54-94e71fa782f4
"Luttrell, Narcissus",reed:7dd915ab-7dae-4a46-b9a4-709fb6f1b1d3
"Farnam, Francis",reed:15879c65-5544-4ece-b8a8-34f352cef6ae
"Porter, Walter",reed:021b0c59-ce8e-46cf-9a0a-4d8d30f9150b
"Babthorp, Henry",reed:053628de-4925-4637-8f99-f59ac690b82b
"Smyth, Ralph",reed:1bfd0c8e-e525-482c-9a83-406bb481aac0
"Lany, John",reed:9dd9656c-7987-4975-91d7-c55f43531f57
"Freeman, Ralph",reed:ad585b5f-05ec-46e0-a7a0-2e0c873f1ac9
"Calton, Paul",reed:89ab2288-d312-4101-abca-6fcc0e313c6e
"Smyth, Matthew",reed:3b9b9758-dd0a-4ec7-9795-aeedcf16df7b
"Middleton, Thomas",reed:c2a1f0af-e558-412f-9be8-1c322698eeec
"Bentley, Thomas",reed:c05ed7cd-bb2f-445f-8a62-76e8fbe568b5
"Drury, Anthony",reed:66e43093-6a87-4c5a-9acf-c24513462b1e
"Taylor, John",reed:37fae2c2-4fce-42e7-a5c7-778775c003ab
"Chetwood, Robert",reed:9034309e-546e-4a11-a167-65e982cb57a7
"Daston, Richard",reed:e47e0649-cedd-47f7-aa50-e5dc007de741
"Ratcliffe, John",reed:e90d952f-63a5-4ca5-94a2-2fab3eb70dd4
"Francklyn, Edmund",reed:3aad1354-6894-4be8-be72-4940344d84f3
"Baughan, …",reed:a86b1e33-5b75-478e-b897-287861cd37f1
"Warre, …",reed:7852ced7-5c52-49a4-83af-7060c6c5aa05
"Carpenter, William",reed:d0b17c10-0152-400e-b4c6-b5e701cc12fd
"Penruddock, John",reed:ccc222c6-af2a-427a-8680-24fed16661b3
"Hakewill, William",reed:af3a9086-3bce-49f9-8f1d-d2996316dd06
"Fludd, Edward",reed:913fc19a-0118-4454-99e0-3df753f66453
"Skeirne, ...",reed:c22ad641-5282-4859-bf54-340a969d9301
"Bell, Richard",reed:f23bc57f-8dae-4249-9faa-400fdb12e73b
"Holt, John",reed:04927b0e-061b-485a-93f4-007385767d39
"Steward, Edward",reed:40510f7b-eb06-4728-9ca1-9bf8c0dec2f9
"de Boiscot, Ferdinand",reed:46e614f4-34c9-409c-8608-44eb0a882d1f
"Brereton, William",reed:17ad8832-ee0a-4fd1-9e1c-1e7faaa1e76e
"Fitz-Williams, William",reed:b2cedcc1-0316-4499-873a-efdd00a2399a
"Greene, John",reed:144a4403-0113-4bcb-9e22-3d84ed94db57
"Suckling, John",reed:3dfc8e6e-8f54-4d8b-8c81-f4bb85144884
"Jones, Morgan",reed:5d1f9e7c-afb7-4844-8290-2d88acd0225d
"Martyn, Richard",reed:08303377-4037-4f6e-a914-79a33491295b
"Stow, John",reed:8aa1f31c-6d27-4fe4-a8d6-f7fba84eacd4
"Michell, John",reed:04d4b8c2-9016-43c5-b1bc-4ee2c12b473c
"Howard, Thomas",reed:2cf36b6f-ca8f-4727-aa12-687048531d2a
"Southworth, Thomas",reed:d29cd3d1-7ad6-4cae-be52-fb049c75bfb4
"Archer, Gabriel",reed:61ae9d51-282f-465d-8bd8-12bd87a8badc
"Oldsworth, Edward",reed:f186660d-0b45-4947-a761-2697e810b9e5
"Suliard, Edward",reed:6841135e-6398-44ea-9ba6-055e94ab0bff
"Hunkes, Henry",reed:6325db70-be7a-421a-87e3-1026af8672cc
"Ascough, James",reed:fc2e0cca-010d-4452-bfa2-74a945962f26
